Timestamp,Object,Category
2026-06-23 17:49:34,plastic_bag,Plastic
2026-06-23 17:49:38,plastic_bag,Plastic
2026-06-23 17:51:31,plastic_bag,Plastic
2026-06-23 17:53:06,plastic_bag,Plastic
